arm,game_id,game_date,away,home,cutoff,pick,actual,correct,home_win_prob,selected_decimal_odds,stake,net_pnl
B,POR-LAC-2026-03-31,2026-03-31,POR,LAC,2026-03-30,LAC,POR,0,0.54,1.5395645124767854,100.0,-100.0
C,POR-LAC-2026-03-31,2026-03-31,POR,LAC,2026-03-30,LAC,POR,0,0.5036,1.5395645124767854,100.0,-100.0
A,TOR-DET-2026-03-31,2026-03-31,TOR,DET,2026-03-30,TOR,DET,0,0.449071,2.4018704589028004,100.0,-100.0
B,TOR-DET-2026-03-31,2026-03-31,TOR,DET,2026-03-30,DET,DET,1,0.58,1.6098968398025695,100.0,60.99
C,TOR-DET-2026-03-31,2026-03-31,TOR,DET,2026-03-30,TOR,DET,0,0.4491,2.4018704589028004,100.0,-100.0
A,ATL-ORL-2026-04-01,2026-04-01,ATL,ORL,2026-03-31,ATL,ATL,1,0.229101,1.688418440706501,100.0,68.84
B,ATL-ORL-2026-04-01,2026-04-01,ATL,ORL,2026-03-31,ORL,ATL,0,0.58,2.2460313670886856,100.0,-100.0
C,ATL-ORL-2026-04-01,2026-04-01,ATL,ORL,2026-03-31,ATL,ATL,1,0.2291,1.688418440706501,100.0,68.84
A,BOS-MIA-2026-04-01,2026-04-01,BOS,MIA,2026-03-31,BOS,BOS,1,0.345702,1.5395645124767854,100.0,53.96
B,BOS-MIA-2026-04-01,2026-04-01,BOS,MIA,2026-03-31,BOS,BOS,1,0.45,1.5395645124767854,100.0,53.96
C,BOS-MIA-2026-04-01,2026-04-01,BOS,MIA,2026-03-31,BOS,BOS,1,0.3457,1.5395645124767854,100.0,53.96
A,DEN-UTA-2026-04-01,2026-04-01,DEN,UTA,2026-03-31,DEN,DEN,1,0.248903,1.085813224077897,100.0,8.58
B,DEN-UTA-2026-04-01,2026-04-01,DEN,UTA,2026-03-31,DEN,DEN,1,0.18,1.085813224077897,100.0,8.58
C,DEN-UTA-2026-04-01,2026-04-01,DEN,UTA,2026-03-31,DEN,DEN,1,0.2489,1.085813224077897,100.0,8.58
A,IND-CHI-2026-04-01,2026-04-01,IND,CHI,2026-03-31,CHI,IND,0,0.524663,1.6098968398025695,100.0,-100.0
B,IND-CHI-2026-04-01,2026-04-01,IND,CHI,2026-03-31,IND,IND,1,0.45,2.4018704589028004,100.0,140.19
C,IND-CHI-2026-04-01,2026-04-01,IND,CHI,2026-03-31,CHI,IND,0,0.5247,1.6098968398025695,100.0,-100.0
A,MIL-HOU-2026-04-01,2026-04-01,MIL,HOU,2026-03-31,HOU,HOU,1,0.74837,1.0497587521213596,100.0,4.98
B,MIL-HOU-2026-04-01,2026-04-01,MIL,HOU,2026-03-31,HOU,HOU,1,0.58,1.0497587521213596,100.0,4.98
C,MIL-HOU-2026-04-01,2026-04-01,MIL,HOU,2026-03-31,HOU,HOU,1,0.7484,1.0497587521213596,100.0,4.98
A,NYK-MEM-2026-04-01,2026-04-01,NYK,MEM,2026-03-31,NYK,NYK,1,0.263445,1.1577166359265445,100.0,15.77
B,NYK-MEM-2026-04-01,2026-04-01,NYK,MEM,2026-03-31,NYK,NYK,1,0.35,1.1577166359265445,100.0,15.77
C,NYK-MEM-2026-04-01,2026-04-01,NYK,MEM,2026-03-31,NYK,NYK,1,0.2634,1.1577166359265445,100.0,15.77
A,PHI-WAS-2026-04-01,2026-04-01,PHI,WAS,2026-03-31,PHI,PHI,1,0.269223,1.1341713574080339,100.0,13.42
B,PHI-WAS-2026-04-01,2026-04-01,PHI,WAS,2026-03-31,PHI,PHI,1,0.35,1.1341713574080339,100.0,13.42
C,PHI-WAS-2026-04-01,2026-04-01,PHI,WAS,2026-03-31,PHI,PHI,1,0.27,1.1341713574080339,100.0,13.42
A,SAC-TOR-2026-04-01,2026-04-01,SAC,TOR,2026-03-31,TOR,SAC,0,0.779173,1.1705167244827641,100.0,-100.0
B,SAC-TOR-2026-04-01,2026-04-01,SAC,TOR,2026-03-31,TOR,SAC,0,0.58,1.1705167244827641,100.0,-100.0
C,SAC-TOR-2026-04-01,2026-04-01,SAC,TOR,2026-03-31,TOR,SAC,0,0.78,1.1705167244827641,100.0,-100.0
A,SAS-GSW-2026-04-01,2026-04-01,SAS,GSW,2026-03-31,SAS,SAS,1,0.187567,1.1341713574080339,100.0,13.42
B,SAS-GSW-2026-04-01,2026-04-01,SAS,GSW,2026-03-31,SAS,SAS,1,0.45,1.1341713574080339,100.0,13.42
C,SAS-GSW-2026-04-01,2026-04-01,SAS,GSW,2026-03-31,SAS,SAS,1,0.1876,1.1341713574080339,100.0,13.42
A,CLE-GSW-2026-04-02,2026-04-02,CLE,GSW,2026-04-01,CLE,CLE,1,0.218566,1.2463014106447146,100.0,24.63
B,CLE-GSW-2026-04-02,2026-04-02,CLE,GSW,2026-04-01,CLE,CLE,1,0.45,1.2463014106447146,100.0,24.63
C,CLE-GSW-2026-04-02,2026-04-02,CLE,GSW,2026-04-01,CLE,CLE,1,0.2186,1.2463014106447146,100.0,24.63
A,LAL-OKC-2026-04-02,2026-04-02,LAL,OKC,2026-04-01,OKC,OKC,1,0.615328,1.2829249092441042,100.0,28.29
B,LAL-OKC-2026-04-02,2026-04-02,LAL,OKC,2026-04-01,OKC,OKC,1,0.63,1.2829249092441042,100.0,28.29
C,LAL-OKC-2026-04-02,2026-04-02,LAL,OKC,2026-04-01,OKC,OKC,1,0.6153,1.2829249092441042,100.0,28.29
A,MIN-DET-2026-04-02,2026-04-02,MIN,DET,2026-04-01,DET,DET,1,0.579883,1.4765224814319189,100.0,47.65
B,MIN-DET-2026-04-02,2026-04-02,MIN,DET,2026-04-01,DET,DET,1,0.58,1.4765224814319189,100.0,47.65
C,MIN-DET-2026-04-02,2026-04-02,MIN,DET,2026-04-01,DET,DET,1,0.5799,1.4765224814319189,100.0,47.65
A,NOP-POR-2026-04-02,2026-04-02,NOP,POR,2026-04-01,POR,POR,1,0.646199,1.419985256803251,100.0,42.0
B,NOP-POR-2026-04-02,2026-04-02,NOP,POR,2026-04-01,POR,POR,1,0.58,1.419985256803251,100.0,42.0
C,NOP-POR-2026-04-02,2026-04-02,NOP,POR,2026-04-01,POR,POR,1,0.65,1.419985256803251,100.0,42.0
A,PHO-CHO-2026-04-02,2026-04-02,PHO,CHO,2026-04-01,CHO,CHO,1,0.664977,1.447485891745253,100.0,44.75
B,PHO-CHO-2026-04-02,2026-04-02,PHO,CHO,2026-04-01,PHO,CHO,0,0.35,2.8847792084004973,100.0,-100.0
C,PHO-CHO-2026-04-02,2026-04-02,PHO,CHO,2026-04-01,PHO,CHO,0,0.335,2.8847792084004973,100.0,-100.0
A,SAS-LAC-2026-04-02,2026-04-02,SAS,LAC,2026-04-01,SAS,SAS,1,0.368941,2.2460313670886864,100.0,124.6
B,SAS-LAC-2026-04-02,2026-04-02,SAS,LAC,2026-04-01,LAC,SAS,0,0.53,1.688418440706501,100.0,-100.0
C,SAS-LAC-2026-04-02,2026-04-02,SAS,LAC,2026-04-01,SAS,SAS,1,0.3689,2.2460313670886864,100.0,124.6
A,ATL-BRK-2026-04-03,2026-04-03,ATL,BRK,2026-04-02,ATL,ATL,1,0.221015,1.085813224077897,100.0,8.58
B,ATL-BRK-2026-04-03,2026-04-03,ATL,BRK,2026-04-02,BRK,ATL,0,0.58,8.581385876485676,100.0,-100.0
C,ATL-BRK-2026-04-03,2026-04-03,ATL,BRK,2026-04-02,ATL,ATL,1,0.221,1.085813224077897,100.0,8.58
A,BOS-MIL-2026-04-03,2026-04-03,BOS,MIL,2026-04-02,BOS,BOS,1,0.245116,1.0700841722010885,100.0,7.01
B,BOS-MIL-2026-04-03,2026-04-03,BOS,MIL,2026-04-02,BOS,BOS,1,0.18,1.0700841722010885,100.0,7.01
C,BOS-MIL-2026-04-03,2026-04-03,BOS,MIL,2026-04-02,BOS,BOS,1,0.2451,1.0700841722010885,100.0,7.01
A,CHI-NYK-2026-04-03,2026-04-03,CHI,NYK,2026-04-02,NYK,NYK,1,0.816804,1.1577166359265445,100.0,15.77
B,CHI-NYK-2026-04-03,2026-04-03,CHI,NYK,2026-04-02,NYK,NYK,1,0.75,1.1577166359265445,100.0,15.77
C,CHI-NYK-2026-04-03,2026-04-03,CHI,NYK,2026-04-02,NYK,NYK,1,0.817,1.1577166359265445,100.0,15.77
A,IND-CHO-2026-04-03,2026-04-03,IND,CHO,2026-04-02,CHO,CHO,1,0.728624,1.1131462361828037,100.0,11.31
B,IND-CHO-2026-04-03,2026-04-03,IND,CHO,2026-04-02,CHO,CHO,1,0.58,1.1131462361828037,100.0,11.31
C,IND-CHO-2026-04-03,2026-04-03,IND,CHO,2026-04-02,CHO,CHO,1,0.7286,1.1131462361828037,100.0,11.31
A,MIN-PHI-2026-04-03,2026-04-03,MIN,PHI,2026-04-02,PHI,PHI,1,0.603955,1.6098968398025695,100.0,60.99
B,MIN-PHI-2026-04-03,2026-04-03,MIN,PHI,2026-04-02,PHI,PHI,1,0.51,1.6098968398025695,100.0,60.99
C,MIN-PHI-2026-04-03,2026-04-03,MIN,PHI,2026-04-02,PHI,PHI,1,0.604,1.6098968398025695,100.0,60.99
A,NOP-SAC-2026-04-03,2026-04-03,NOP,SAC,2026-04-02,NOP,SAC,0,0.366322,1.419985256803251,100.0,-100.0
B,NOP-SAC-2026-04-03,2026-04-03,NOP,SAC,2026-04-02,NOP,SAC,0,0.45,1.419985256803251,100.0,-100.0
C,NOP-SAC-2026-04-03,2026-04-03,NOP,SAC,2026-04-02,NOP,SAC,0,0.3663,1.419985256803251,100.0,-100.0
A,ORL-DAL-2026-04-03,2026-04-03,ORL,DAL,2026-04-02,ORL,ORL,1,0.384249,1.419985256803251,100.0,42.0
B,ORL-DAL-2026-04-03,2026-04-03,ORL,DAL,2026-04-02,DAL,ORL,0,0.51,3.00059409210862,100.0,-100.0
C,ORL-DAL-2026-04-03,2026-04-03,ORL,DAL,2026-04-02,ORL,ORL,1,0.3842,1.419985256803251,100.0,42.0
A,TOR-MEM-2026-04-03,2026-04-03,TOR,MEM,2026-04-02,TOR,TOR,1,0.255285,1.1341713574080339,100.0,13.42
B,TOR-MEM-2026-04-03,2026-04-03,TOR,MEM,2026-04-02,MEM,TOR,0,0.58,6.418525708295894,100.0,-100.0
C,TOR-MEM-2026-04-03,2026-04-03,TOR,MEM,2026-04-02,TOR,TOR,1,0.2553,1.1341713574080339,100.0,13.42
A,UTA-HOU-2026-04-03,2026-04-03,UTA,HOU,2026-04-02,HOU,HOU,1,0.787403,1.0628952018690758,100.0,6.29
B,UTA-HOU-2026-04-03,2026-04-03,UTA,HOU,2026-04-02,HOU,HOU,1,0.71,1.0628952018690758,100.0,6.29
C,UTA-HOU-2026-04-03,2026-04-03,UTA,HOU,2026-04-02,HOU,HOU,1,0.7874,1.0628952018690758,100.0,6.29
A,DET-PHI-2026-04-04,2026-04-04,DET,PHI,2026-04-03,DET,DET,1,0.362693,1.573766072806432,100.0,57.38
B,DET-PHI-2026-04-04,2026-04-04,DET,PHI,2026-04-03,DET,DET,1,0.45,1.573766072806432,100.0,57.38
C,DET-PHI-2026-04-04,2026-04-04,DET,PHI,2026-04-03,DET,DET,1,0.3627,1.573766072806432,100.0,57.38
A,SAS-DEN-2026-04-04,2026-04-04,SAS,DEN,2026-04-03,SAS,DEN,0,0.368247,1.776161052107465,100.0,-100.0
B,SAS-DEN-2026-04-04,2026-04-04,SAS,DEN,2026-04-03,DEN,DEN,1,0.58,2.1075348929637956,100.0,110.75
C,SAS-DEN-2026-04-04,2026-04-04,SAS,DEN,2026-04-03,SAS,DEN,0,0.3682,1.776161052107465,100.0,-100.0
A,WAS-MIA-2026-04-04,2026-04-04,WAS,MIA,2026-04-03,MIA,MIA,1,0.676072,1.077715858180721,100.0,7.77
B,WAS-MIA-2026-04-04,2026-04-04,WAS,MIA,2026-04-03,MIA,MIA,1,0.58,1.077715858180721,100.0,7.77
C,WAS-MIA-2026-04-04,2026-04-04,WAS,MIA,2026-04-03,MIA,MIA,1,0.6761,1.077715858180721,100.0,7.77
A,CHO-MIN-2026-04-05,2026-04-05,CHO,MIN,2026-04-04,CHO,CHO,1,0.383339,1.5395645124767854,100.0,53.96
B,CHO-MIN-2026-04-05,2026-04-05,CHO,MIN,2026-04-04,MIN,CHO,0,0.63,2.577547629742829,100.0,-100.0
C,CHO-MIN-2026-04-05,2026-04-05,CHO,MIN,2026-04-04,CHO,CHO,1,0.3833,1.5395645124767854,100.0,53.96
A,HOU-GSW-2026-04-05,2026-04-05,HOU,GSW,2026-04-04,HOU,HOU,1,0.236215,1.6098968398025695,100.0,60.99
B,HOU-GSW-2026-04-05,2026-04-05,HOU,GSW,2026-04-04,HOU,HOU,1,0.43,1.6098968398025695,100.0,60.99
C,HOU-GSW-2026-04-05,2026-04-05,HOU,GSW,2026-04-04,HOU,HOU,1,0.2362,1.6098968398025695,100.0,60.99
A,IND-CLE-2026-04-05,2026-04-05,IND,CLE,2026-04-04,CLE,CLE,1,0.662226,1.0944003516016714,100.0,9.44
B,IND-CLE-2026-04-05,2026-04-05,IND,CLE,2026-04-04,CLE,CLE,1,0.78,1.0944003516016714,100.0,9.44
C,IND-CLE-2026-04-05,2026-04-05,IND,CLE,2026-04-04,CLE,CLE,1,0.6622,1.0944003516016714,100.0,9.44
A,LAC-SAC-2026-04-05,2026-04-05,LAC,SAC,2026-04-04,LAC,LAC,1,0.228453,1.1577166359265445,100.0,15.77
B,LAC-SAC-2026-04-05,2026-04-05,LAC,SAC,2026-04-04,LAC,LAC,1,0.43,1.1577166359265445,100.0,15.77
C,LAC-SAC-2026-04-05,2026-04-05,LAC,SAC,2026-04-04,LAC,LAC,1,0.23,1.1577166359265445,100.0,15.77
A,LAL-DAL-2026-04-05,2026-04-05,LAL,DAL,2026-04-04,LAL,DAL,0,0.280969,1.776161052107465,100.0,-100.0
B,LAL-DAL-2026-04-05,2026-04-05,LAL,DAL,2026-04-04,LAL,DAL,0,0.38,1.776161052107465,100.0,-100.0
C,LAL-DAL-2026-04-05,2026-04-05,LAL,DAL,2026-04-04,LAL,DAL,0,0.281,1.776161052107465,100.0,-100.0
A,MEM-MIL-2026-04-05,2026-04-05,MEM,MIL,2026-04-04,MIL,MIL,1,0.562339,1.3939374523829573,100.0,39.39
B,MEM-MIL-2026-04-05,2026-04-05,MEM,MIL,2026-04-04,MIL,MIL,1,0.53,1.3939374523829573,100.0,39.39
C,MEM-MIL-2026-04-05,2026-04-05,MEM,MIL,2026-04-04,MIL,MIL,1,0.5623,1.3939374523829573,100.0,39.39
A,ORL-NOP-2026-04-05,2026-04-05,ORL,NOP,2026-04-04,NOP,ORL,0,0.518583,3.00059409210862,100.0,-100.0
B,ORL-NOP-2026-04-05,2026-04-05,ORL,NOP,2026-04-04,NOP,ORL,0,0.53,3.00059409210862,100.0,-100.0
C,ORL-NOP-2026-04-05,2026-04-05,ORL,NOP,2026-04-04,ORL,ORL,1,0.4814,1.419985256803251,100.0,42.0
A,PHO-CHI-2026-04-05,2026-04-05,PHO,CHI,2026-04-04,PHO,PHO,1,0.29159,1.2134668931941166,100.0,21.35
B,PHO-CHI-2026-04-05,2026-04-05,PHO,CHI,2026-04-04,PHO,PHO,1,0.43,1.2134668931941166,100.0,21.35
C,PHO-CHI-2026-04-05,2026-04-05,PHO,CHI,2026-04-04,PHO,PHO,1,0.2916,1.2134668931941166,100.0,21.35
A,TOR-BOS-2026-04-05,2026-04-05,TOR,BOS,2026-04-04,BOS,BOS,1,0.613357,1.302786193716658,100.0,30.28
B,TOR-BOS-2026-04-05,2026-04-05,TOR,BOS,2026-04-04,BOS,BOS,1,0.73,1.302786193716658,100.0,30.28
C,TOR-BOS-2026-04-05,2026-04-05,TOR,BOS,2026-04-04,BOS,BOS,1,0.6134,1.302786193716658,100.0,30.28
A,UTA-OKC-2026-04-05,2026-04-05,UTA,OKC,2026-04-04,OKC,OKC,1,0.884285,1.0040779372797337,100.0,0.41
B,UTA-OKC-2026-04-05,2026-04-05,UTA,OKC,2026-04-04,OKC,OKC,1,0.89,1.0040779372797337,100.0,0.41
C,UTA-OKC-2026-04-05,2026-04-05,UTA,OKC,2026-04-04,OKC,OKC,1,0.8843,1.0040779372797337,100.0,0.41
A,WAS-BRK-2026-04-05,2026-04-05,WAS,BRK,2026-04-04,BRK,BRK,1,0.619446,1.6098968398025695,100.0,60.99
B,WAS-BRK-2026-04-05,2026-04-05,WAS,BRK,2026-04-04,BRK,BRK,1,0.53,1.6098968398025695,100.0,60.99
C,WAS-BRK-2026-04-05,2026-04-05,WAS,BRK,2026-04-04,BRK,BRK,1,0.6194,1.6098968398025695,100.0,60.99
A,CLE-MEM-2026-04-06,2026-04-06,CLE,MEM,2026-04-05,CLE,CLE,1,0.263583,1.1577166359265445,100.0,15.77
B,CLE-MEM-2026-04-06,2026-04-06,CLE,MEM,2026-04-05,CLE,CLE,1,0.31,1.1577166359265445,100.0,15.77
C,CLE-MEM-2026-04-06,2026-04-06,CLE,MEM,2026-04-05,CLE,CLE,1,0.2636,1.1577166359265445,100.0,15.77
A,DET-ORL-2026-04-06,2026-04-06,DET,ORL,2026-04-05,DET,ORL,0,0.221436,1.8238544966618404,100.0,-100.0
B,DET-ORL-2026-04-06,2026-04-06,DET,ORL,2026-04-05,DET,ORL,0,0.43,1.8238544966618404,100.0,-100.0
C,DET-ORL-2026-04-06,2026-04-06,DET,ORL,2026-04-05,DET,ORL,0,0.2214,1.8238544966618404,100.0,-100.0
A,NYK-ATL-2026-04-06,2026-04-06,NYK,ATL,2026-04-05,ATL,NYK,0,0.505266,1.776161052107465,100.0,-100.0
B,NYK-ATL-2026-04-06,2026-04-06,NYK,ATL,2026-04-05,NYK,NYK,1,0.48,2.107534892963796,100.0,110.75
C,NYK-ATL-2026-04-06,2026-04-06,NYK,ATL,2026-04-05,ATL,NYK,0,0.5053,1.776161052107465,100.0,-100.0
A,PHI-SAS-2026-04-06,2026-04-06,PHI,SAS,2026-04-05,SAS,SAS,1,0.727024,1.3237554899786077,100.0,32.38
B,PHI-SAS-2026-04-06,2026-04-06,PHI,SAS,2026-04-05,SAS,SAS,1,0.63,1.3237554899786077,100.0,32.38
C,PHI-SAS-2026-04-06,2026-04-06,PHI,SAS,2026-04-05,SAS,SAS,1,0.727,1.3237554899786077,100.0,32.38
A,POR-DEN-2026-04-06,2026-04-06,POR,DEN,2026-04-05,DEN,DEN,1,0.591337,1.3692645512979118,100.0,36.93
B,POR-DEN-2026-04-06,2026-04-06,POR,DEN,2026-04-05,DEN,DEN,1,0.68,1.3692645512979118,100.0,36.93
C,POR-DEN-2026-04-06,2026-04-06,POR,DEN,2026-04-05,DEN,DEN,1,0.5913,1.3692645512979118,100.0,36.93
A,CHI-WAS-2026-04-07,2026-04-07,CHI,WAS,2026-04-06,WAS,CHI,0,0.523565,2.8847792084004973,100.0,-100.0
B,CHI-WAS-2026-04-07,2026-04-07,CHI,WAS,2026-04-06,CHI,CHI,1,0.45,1.447485891745253,100.0,44.75
C,CHI-WAS-2026-04-07,2026-04-07,CHI,WAS,2026-04-06,WAS,CHI,0,0.5236,2.8847792084004973,100.0,-100.0
A,CHO-BOS-2026-04-07,2026-04-07,CHO,BOS,2026-04-06,BOS,BOS,1,0.548794,1.5395645124767854,100.0,53.96
B,CHO-BOS-2026-04-07,2026-04-07,CHO,BOS,2026-04-06,BOS,BOS,1,0.85,1.5395645124767854,100.0,53.96
C,CHO-BOS-2026-04-07,2026-04-07,CHO,BOS,2026-04-06,BOS,BOS,1,0.5488,1.5395645124767854,100.0,53.96
A,DAL-LAC-2026-04-07,2026-04-07,DAL,LAC,2026-04-06,LAC,LAC,1,0.724626,1.1983526205738455,100.0,19.84
B,DAL-LAC-2026-04-07,2026-04-07,DAL,LAC,2026-04-06,LAC,LAC,1,0.68,1.1983526205738455,100.0,19.84
C,DAL-LAC-2026-04-07,2026-04-07,DAL,LAC,2026-04-06,LAC,LAC,1,0.725,1.1983526205738455,100.0,19.84
A,HOU-PHO-2026-04-07,2026-04-07,HOU,PHO,2026-04-06,HOU,HOU,1,0.396459,1.8238544966618404,100.0,82.39
B,HOU-PHO-2026-04-07,2026-04-07,HOU,PHO,2026-04-06,PHO,HOU,0,0.58,2.044109227706064,100.0,-100.0
C,HOU-PHO-2026-04-07,2026-04-07,HOU,PHO,2026-04-06,HOU,HOU,1,0.3965,1.8238544966618404,100.0,82.39
A,MIA-TOR-2026-04-07,2026-04-07,MIA,TOR,2026-04-06,TOR,TOR,1,0.621259,1.688418440706501,100.0,68.84
B,MIA-TOR-2026-04-07,2026-04-07,MIA,TOR,2026-04-06,TOR,TOR,1,0.53,1.688418440706501,100.0,68.84
C,MIA-TOR-2026-04-07,2026-04-07,MIA,TOR,2026-04-06,MIA,TOR,0,0.3787,2.2460313670886864,100.0,-100.0
A,MIL-BRK-2026-04-07,2026-04-07,MIL,BRK,2026-04-06,BRK,BRK,1,0.556518,2.1075348929637956,100.0,110.75
B,MIL-BRK-2026-04-07,2026-04-07,MIL,BRK,2026-04-06,BRK,BRK,1,0.53,2.1075348929637956,100.0,110.75
C,MIL-BRK-2026-04-07,2026-04-07,MIL,BRK,2026-04-06,BRK,BRK,1,0.5565,2.1075348929637956,100.0,110.75
A,MIN-IND-2026-04-07,2026-04-07,MIN,IND,2026-04-06,MIN,MIN,1,0.340966,1.1840493352621067,100.0,18.4
B,MIN-IND-2026-04-07,2026-04-07,MIN,IND,2026-04-06,IND,MIN,0,0.53,5.182942402022318,100.0,-100.0
C,MIN-IND-2026-04-07,2026-04-07,MIN,IND,2026-04-06,MIN,MIN,1,0.341,1.1840493352621067,100.0,18.4
A,OKC-LAL-2026-04-07,2026-04-07,OKC,LAL,2026-04-06,OKC,OKC,1,0.317461,1.0700841722010885,100.0,7.01
B,OKC-LAL-2026-04-07,2026-04-07,OKC,LAL,2026-04-06,LAL,OKC,0,0.58,9.709296457346042,100.0,-100.0
C,OKC-LAL-2026-04-07,2026-04-07,OKC,LAL,2026-04-06,OKC,OKC,1,0.3175,1.0700841722010885,100.0,7.01
A,SAC-GSW-2026-04-07,2026-04-07,SAC,GSW,2026-04-06,GSW,GSW,1,0.719894,1.1233594112478285,100.0,12.34
B,SAC-GSW-2026-04-07,2026-04-07,SAC,GSW,2026-04-06,GSW,GSW,1,0.53,1.1233594112478285,100.0,12.34
C,SAC-GSW-2026-04-07,2026-04-07,SAC,GSW,2026-04-06,GSW,GSW,1,0.7199,1.1233594112478285,100.0,12.34
A,UTA-NOP-2026-04-07,2026-04-07,UTA,NOP,2026-04-06,NOP,NOP,1,0.63505,1.419985256803251,100.0,42.0
B,UTA-NOP-2026-04-07,2026-04-07,UTA,NOP,2026-04-06,NOP,NOP,1,0.53,1.419985256803251,100.0,42.0
C,UTA-NOP-2026-04-07,2026-04-07,UTA,NOP,2026-04-06,NOP,NOP,1,0.635,1.419985256803251,100.0,42.0
A,ATL-CLE-2026-04-08,2026-04-08,ATL,CLE,2026-04-07,ATL,CLE,0,0.432199,2.487057668129615,100.0,-100.0
B,ATL-CLE-2026-04-08,2026-04-08,ATL,CLE,2026-04-07,CLE,CLE,1,0.53,1.573766072806432,100.0,57.38
C,ATL-CLE-2026-04-08,2026-04-08,ATL,CLE,2026-04-07,ATL,CLE,0,0.4322,2.487057668129615,100.0,-100.0
A,DAL-PHO-2026-04-08,2026-04-08,DAL,PHO,2026-04-07,PHO,PHO,1,0.709491,1.1840493352621067,100.0,18.4
B,DAL-PHO-2026-04-08,2026-04-08,DAL,PHO,2026-04-07,PHO,PHO,1,0.53,1.1840493352621067,100.0,18.4
C,DAL-PHO-2026-04-08,2026-04-08,DAL,PHO,2026-04-07,PHO,PHO,1,0.71,1.1840493352621067,100.0,18.4
A,MEM-DEN-2026-04-08,2026-04-08,MEM,DEN,2026-04-07,DEN,DEN,1,0.837639,1.0109853331329068,100.0,1.1
B,MEM-DEN-2026-04-08,2026-04-08,MEM,DEN,2026-04-07,DEN,DEN,1,0.75,1.0109853331329068,100.0,1.1
C,MEM-DEN-2026-04-08,2026-04-08,MEM,DEN,2026-04-07,DEN,DEN,1,0.8376,1.0109853331329068,100.0,1.1
A,MIL-DET-2026-04-08,2026-04-08,MIL,DET,2026-04-07,DET,DET,1,0.858987,1.0232462365492054,100.0,2.32
B,MIL-DET-2026-04-08,2026-04-08,MIL,DET,2026-04-07,DET,DET,1,0.53,1.0232462365492054,100.0,2.32
C,MIL-DET-2026-04-08,2026-04-08,MIL,DET,2026-04-07,MIL,DET,0,0.141,16.606295689031505,100.0,-100.0
A,MIN-ORL-2026-04-08,2026-04-08,MIN,ORL,2026-04-07,ORL,ORL,1,0.556318,1.2134668931941166,100.0,21.35
B,MIN-ORL-2026-04-08,2026-04-08,MIN,ORL,2026-04-07,ORL,ORL,1,0.53,1.2134668931941166,100.0,21.35
C,MIN-ORL-2026-04-08,2026-04-08,MIN,ORL,2026-04-07,ORL,ORL,1,0.5563,1.2134668931941166,100.0,21.35
A,OKC-LAC-2026-04-08,2026-04-08,OKC,LAC,2026-04-07,OKC,OKC,1,0.297506,1.3237554899786077,100.0,32.38
B,OKC-LAC-2026-04-08,2026-04-08,OKC,LAC,2026-04-07,OKC,OKC,1,0.35,1.3237554899786077,100.0,32.38
C,OKC-LAC-2026-04-08,2026-04-08,OKC,LAC,2026-04-07,OKC,OKC,1,0.3,1.3237554899786077,100.0,32.38
A,POR-SAS-2026-04-08,2026-04-08,POR,SAS,2026-04-07,SAS,SAS,1,0.69722,1.6098968398025695,100.0,60.99
B,POR-SAS-2026-04-08,2026-04-08,POR,SAS,2026-04-07,SAS,SAS,1,0.53,1.6098968398025695,100.0,60.99
C,POR-SAS-2026-04-08,2026-04-08,POR,SAS,2026-04-07,SAS,SAS,1,0.6972,1.6098968398025695,100.0,60.99
A,BOS-NYK-2026-04-09,2026-04-09,BOS,NYK,2026-04-08,BOS,NYK,0,0.497074,2.487057668129615,100.0,-100.0
B,BOS-NYK-2026-04-09,2026-04-09,BOS,NYK,2026-04-08,NYK,NYK,1,0.53,1.573766072806432,100.0,57.38
C,BOS-NYK-2026-04-09,2026-04-09,BOS,NYK,2026-04-08,NYK,NYK,1,0.5,1.573766072806432,100.0,57.38
A,CHI-WAS-2026-04-09,2026-04-09,CHI,WAS,2026-04-08,CHI,CHI,1,0.458453,1.419985256803251,100.0,42.0
B,CHI-WAS-2026-04-09,2026-04-09,CHI,WAS,2026-04-08,CHI,CHI,1,0.35,1.419985256803251,100.0,42.0
C,CHI-WAS-2026-04-09,2026-04-09,CHI,WAS,2026-04-08,CHI,CHI,1,0.4585,1.419985256803251,100.0,42.0
A,IND-BRK-2026-04-09,2026-04-09,IND,BRK,2026-04-08,IND,IND,1,0.4868,1.648072857790548,100.0,64.81
B,IND-BRK-2026-04-09,2026-04-09,IND,BRK,2026-04-08,BRK,IND,0,0.57,2.3216361868264386,100.0,-100.0
C,IND-BRK-2026-04-09,2026-04-09,IND,BRK,2026-04-08,IND,IND,1,0.4868,1.648072857790548,100.0,64.81
A,LAL-GSW-2026-04-09,2026-04-09,LAL,GSW,2026-04-08,LAL,LAL,1,0.428963,2.107534892963796,100.0,110.75
B,LAL-GSW-2026-04-09,2026-04-09,LAL,GSW,2026-04-08,GSW,LAL,0,0.53,1.776161052107465,100.0,-100.0
C,LAL-GSW-2026-04-09,2026-04-09,LAL,GSW,2026-04-08,LAL,LAL,1,0.429,2.107534892963796,100.0,110.75
A,MIA-TOR-2026-04-09,2026-04-09,MIA,TOR,2026-04-08,TOR,TOR,1,0.641453,1.573766072806432,100.0,57.38
B,MIA-TOR-2026-04-09,2026-04-09,MIA,TOR,2026-04-08,TOR,TOR,1,0.53,1.573766072806432,100.0,57.38
